登録物件一覧
出力日時：,2026/03/04 23:02:45

掲載状況：,全て
在庫状況：,全て
メーカー：,指定なし
車種：,指定なし
価格見直し：,なし
お気に入り：,なし
車検切れ：,全て
総額：,全て
掲載解除：,全て
更新日（以降）：,
プラン：,全て
本体価格下限：,下限なし
本体価格上限：,上限なし
年式下限：,下限なし
年式上限：,上限なし
入稿状況：,
複数画像：,全て
キャプション：,全て
見積書：,全て
貴社管理番号：
車台番号：
物件コード：
通常ローン：,全て
残価据置ローン：,全て
自動車税：,全て
シート種別：,全て
保証期限：,全て
CS保証見直し：,全て
CS保証入力：,全て
CS認定：,全て
新規検査依頼：,全て
認定ステータス：,全て
評価書流用：,全て
評価書期限：,全て
ソート順変更(優先順位１)：,指定なし
ソート順変更(優先順位２)：,指定なし
ソート順変更(優先順位３)：,指定なし

メーカー,車種,グレード,グレード補記,年式表示用,年式検索用（年）,年式検索用（月）,走行距離表示用,走行距離検索用,色,車検,本体価格表示用,本体価格検索用,支払総額表示用,支払総額検索用,車台番号,貴社管理番号,物件コード,コメント1,コメント2,掲載状況,非掲載理由,在庫状況,拡大コマ,総掲載日数,他掲載指示状況(発売日・商品名),プラン掲出数,Aプラン,Bプラン,複画数,キャプション数,詳細閲覧数,メール問合せ数（全て）,電話問合せ数,MAP閲覧数,お気に入り,価格見直し登録,検査依頼,流用物件（有/無）,流用物件（残日数）,認定ステータス,評価情報（総合）,評価情報（内装）,評価情報（外装）,評価書有効期限,評価書掲出,登録日,更新日
トヨタ,プリウス,事前点検済 自社保証 09保 カープレ保,AIS検査員資格者確認済 事前点検済 車検整,H26,2014,02,9.2万km,92000,紫,車検整備付,46.0万円,460000,56.0万円,560000,ZVW30-5741502,14596434,UZ0046961911,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,482,,2,掲出:61.9万円,掲出:62.0万円,79,79,1650,4,0,6,12,0,新規検査可,無,,依頼キャンセル,,,,,非掲出,2024/10/30 18:46,2026/02/06 18:02
トヨタ,プリウス,事前点検済 自社保証 09保 カープレ保,AIS検査員資格者確認済 事前点検済 車検整,H24,2012,04,4.3万km,43000,白真珠,車検整備付,79.5万円,795000,89.5万円,895000,ZVW30-5437070,19787294,UZ0050307565,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,110,,2,掲出:95.4万円,掲出:95.5万円,79,79,380,1,0,0,3,0,検査必須項目抜け,無,,,,,,,非掲出,2025/09/27 18:35,2026/02/06 18:00
トヨタ,プリウス,事前点検済 自社保証 09保 カープレ保,AIS検査員資格者確認済 事前点検済 車検整,H29,2017,03,4.7万km,47000,薄茶灰,車検整備付,134.0万円,1340000,144.0万円,1440000,ZVW50-6077396,19719760,UZ0050258344,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,157,,2,掲出:149.9万円,掲出:150.0万円,79,79,509,1,0,1,3,0,検査必須項目抜け,無,,,,,,,非掲出,2025/09/23 09:35,2026/02/06 18:00
トヨタ,プリウス,事前点検済 自社保証 09保 カープレ保,18S,H25,2013,03,9.4万km,94000,銀Ｍ,車検整備付,46.0万円,460000,56.0万円,560000,ZVW30-1661488,18619715,UZ0049543189,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,223,,2,掲出:61.9万円,掲出:62.0万円,79,79,714,2,0,6,5,0,検査必須項目抜け,無,,,,,,,非掲出,2025/07/12 09:35,2026/02/06 17:59
トヨタ,プリウス,事前点検済 自社保証 09保 カープレ保,4WD E-FOURセーフティプラス AIS検査員資格,H28,2016,03,8.7万km,87000,薄茶灰,車検整備付,114.0万円,1140000,124.0万円,1240000,ZVW55-8010607,17524129,UZ0048786487,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,301,,2,掲出:129.9万円,掲出:130.0万円,79,79,1051,1,0,5,8,0,検査必須項目抜け,無,,,,,,,非掲出,2025/04/27 09:34,2026/02/06 17:59
トヨタ,ハリアー,事前点検済 自社保証 09保 カープレ保,エレガンス4WD,H27,2015,09,10.2万km,102000,深紫,車検整備付,134.5万円,1345000,144.5万円,1445000,ZSU65-0014686,20256591,UZ0050611491,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,109,,2,掲出:150.4万円,掲出:150.5万円,79,79,729,1,0,1,6,0,検査必須項目抜け,無,,,,,,,非掲出,2025/10/26 09:34,2026/02/06 17:58
トヨタ,ハイエース,事前点検済 自社保証 09保 カープレ保,3000ディーゼルターボ4WDスーパーロング,H22,2010,08,15.5万km,155000,白,車検整備付,168.5万円,1685000,178.5万円,1785000,KDH206-8027784,21031855,UZ0051088950,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,78,,2,掲出:184.4万円,掲出:184.5万円,79,79,532,2,0,1,5,0,検査必須項目抜け,無,,,,,,,非掲出,2025/12/09 18:33,2026/02/06 17:57
トヨタ,ハイエース,事前点検済 自社保証 09保 カープレ保,4WDターボ軽油DXロングGL,H20,2008,03,7.4万km,74000,青,車検整備付,147.0万円,1470000,157.0万円,1570000,KDH206-8006341,21713590,UZ0051465415,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,40,,2,掲出:162.9万円,掲出:163.0万円,19,19,468,3,2,2,10,0,検査必須項目抜け,無,,,,,,,非掲出,2026/01/18 21:34,2026/02/06 17:57
トヨタ,タンク,事前点検済 自社保証 09保 カープレ保,AIS検査員資格者確認済 事前点検済 車検整,H30,2018,04,2.3万km,23000,紺,車検整備付,80.0万円,800000,90.0万円,900000,M900A-0182334,18269253,UZ0049289922,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,252,,2,掲出:95.9万円,掲出:96.0万円,79,79,926,2,0,3,11,0,検査必須項目抜け,無,,,,,,,非掲出,2025/06/18 09:34,2026/02/06 17:56
トヨタ,エスティマ,事前点検済 自社保証 09保 カープレ保,4WDハイブリッド,H20,2008,10,9.3万km,93000,青,車検整備付,52.0万円,520000,62.0万円,620000,AHR20-7027232,19311095,UZ0049970390,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,175,,2,掲出:67.9万円,掲出:68.0万円,79,79,1594,13,0,4,27,0,検査必須項目抜け,無,,,,,,,非掲出,2025/08/27 18:35,2026/02/06 17:53
トヨタ,エスティマ,事前点検済 自社保証 09保 カープレ保,ハイブリッド4WD,H18,2006,11,11.7万km,117000,白真珠,車検整備付,57.5万円,575000,67.5万円,675000,AHR20-7008192,20256531,UZ0050611489,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,127,,2,掲出:73.4万円,掲出:73.5万円,79,79,617,1,0,1,4,0,検査必須項目抜け,無,,,,,,,非掲出,2025/10/26 09:34,2026/02/06 17:53
トヨタ,エスティマ,事前点検済 自社保証 09保 カープレ保,ハイブリッド4WD,H18,2006,10,7.3万km,73000,薄紫Ｍ,車検整備付,63.5万円,635000,73.5万円,735000,AHR20-7006128,20256530,UZ0050611490,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,127,,2,掲出:79.4万円,掲出:79.5万円,79,79,930,2,0,3,6,0,検査必須項目抜け,無,,,,,,,非掲出,2025/10/26 09:34,2026/02/06 17:52
トヨタ,エスティマ,事前点検済 自社保証 09保 カープレ保,ハイブリッド4WD,H18,2006,09,12.0万km,120000,白真珠,車検整備付,48.5万円,485000,58.5万円,585000,AHR20-7000817,21535800,UZ0051355931,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,46,,2,掲出:64.4万円,掲出:64.5万円,79,79,458,4,0,2,8,0,検査必須項目抜け,無,,,,,,,非掲出,2026/01/08 18:35,2026/02/06 17:47
トヨタ,アクア,事前点検済 自社保証 09保 カープレ保,1.5G G's,H26,2014,06,13.1万km,131000,黄,車検整備付,58.0万円,580000,68.0万円,680000,NHP10-2337619,17238027,UZ0048573705,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,328,,2,掲出:73.9万円,掲出:74.0万円,79,79,1126,1,0,3,4,0,検査必須項目抜け,無,,,,,,,非掲出,2025/04/07 09:34,2026/02/06 17:45
トヨタ,アクア,事前点検済 自社保証 09保 カープレ保,AIS検査員資格者確認済 事前点検済 車検整,H28,2016,03,7.4万km,74000,銀Ｍ,車検整備付,58.0万円,580000,68.0万円,680000,NHP10-6490178,17922011,UZ0049044097,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,283,,2,掲出:73.9万円,掲出:74.0万円,79,79,945,1,0,2,7,0,検査必須項目抜け,無,,,,,,,非掲出,2025/05/25 18:38,2026/02/06 17:45
トヨタ,アクア,事前点検済 自社保証 09保 カープレ保,AIS検査員資格者確認済 事前点検済 車検整,H28,2016,03,6.3万km,63000,薄青Ｍ,車検整備付,61.0万円,610000,71.0万円,710000,NHP10-2528124,18404621,UZ0049387473,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,237,,2,掲出:76.9万円,掲出:77.0万円,79,79,732,1,0,4,2,0,検査必須項目抜け,無,,,,,,,非掲出,2025/06/27 15:34,2026/02/06 17:45
トヨタ,アクア,事前点検済 自社保証 09保 カープレ保,AIS検査員資格者確認済 事前点検済 車検整,H27,2015,10,7.1万km,71000,白,車検整備付,55.5万円,555000,65.5万円,655000,NHP10-6454756,20637175,UZ0050848183,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,108,,2,掲出:71.4万円,掲出:71.5万円,79,79,529,1,0,4,6,0,検査必須項目抜け,無,,,,,,,非掲出,2025/11/17 09:33,2026/02/06 17:44
トヨタ,86,事前点検済 自社保証 09保 カープレ保,20GTクーペAIS検査員資格者確認済 事前点検,H24,2012,07,7.7万km,77000,黒,車検整備付,137.5万円,1375000,147.5万円,1475000,ZN6-011583,20361173,UZ0050676407,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,110,,2,掲出:153.4万円,掲出:153.5万円,79,79,671,2,0,3,6,0,検査必須項目抜け,無,,,,,,,非掲出,2025/11/01 09:37,2026/02/06 17:43
日産,バネット,事前点検済 自社保証 09保 カープレ保,関東仕入れ 下錆少ない 事前点検済 車検整,H19,2007,10,12.7万km,127000,白,車検整備付,57.0万円,570000,67.0万円,670000,SKF2TN-200252,19088115,UZ0049865554,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,187,,2,掲出:72.9万円,掲出:73.0万円,79,79,1094,4,0,8,8,0,検査必須項目抜け,無,,,,,,,非掲出,2025/08/12 18:44,2026/02/06 17:41
日産,バネット,事前点検済 自社保証 09保 カープレ保,AIS検査員資格者確認済 事前点検済 車検整,H20,2008,08,6.5万km,65000,白,車検整備付,45.0万円,450000,55.0万円,550000,SK82VN-406708,12210744,UZ0045880337,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,592,,2,掲出:60.9万円,掲出:61.0万円,77,77,2252,1,0,5,11,0,検査必須項目抜け,無,,,,,,,非掲出,2024/07/10 18:42,2026/02/06 17:40
日産,バネット,事前点検済 自社保証 09保 カープレ保,関東仕入れ 下錆少ない 事前点検済 車検整,H19,2007,03,3.4万km,34000,白,車検整備付,85.0万円,850000,95.0万円,950000,SK82VN-348327,19088124,UZ0049865555,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,196,,2,掲出:100.9万円,掲出:101.0万円,79,79,833,1,0,2,5,0,検査必須項目抜け,無,,,,,,,非掲出,2025/08/12 18:44,2026/02/06 17:39
日産,ノート,事前点検済 自社保証 09保 カープレ保,e-POWERハイブリッドAIS検査員資格者確認済,H28,2016,11,7.6万km,76000,銀,車検整備付,54.0万円,540000,64.0万円,640000,HE12-006437,13746019,UZ0046563697,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,516,,2,掲出:69.9万円,掲出:71.0万円,79,79,1386,1,0,5,5,0,新規検査可,無,,評価書情報削除,4,B,C,,非掲出,2024/09/21 18:42,2026/02/06 17:38
日産,ノート,事前点検済 自社保証 09保 カープレ保,eパワーハイブリッド,H28,2016,12,5.6万km,56000,青,車検整備付,59.0万円,590000,69.0万円,690000,HE12-010434,15695981,UZ0047474897,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,423,,2,掲出:74.9万円,掲出:75.0万円,79,79,1301,3,0,2,9,0,検査必須項目抜け,無,,,,,,,非掲出,2024/12/20 09:36,2026/02/06 17:37
日産,デイズルークス,事前点検済 自社保証 09保 カープレ保,AIS検査員資格者確認済 事前点検済 車検整,H26,2014,05,5.8万km,58000,紫,車検整備付,37.5万円,375000,47.5万円,475000,B21A-0040788,16213365,UZ0047765700,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,373,,2,掲出:43.4万円,掲出:53.5万円,79,79,1108,1,0,7,14,0,検査必須項目抜け,無,,,,,,,非掲出,2025/01/24 09:44,2026/02/06 17:33
日産,デイズルークス,事前点検済 自社保証 09保 カープレ保,AIS検査員資格者確認済 事前点検済 車検整,H26,2014,03,5.2万km,52000,銀,車検整備付,41.0万円,410000,51.0万円,510000,B21A-0016467,17922052,UZ0049044096,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,280,,2,掲出:55.9万円,掲出:57.0万円,79,79,751,1,0,2,6,0,検査必須項目抜け,無,,,,,,,非掲出,2025/05/25 18:38,2026/02/06 17:33
日産,セレナ,事前点検済 自社保証 09保 カープレ保,Vセレ+セーフティSハイブリッド,H28,2016,02,11.8万km,118000,黒真珠,車検整備付,53.5万円,535000,63.5万円,635000,HFC26-300001,20637241,UZ0050848191,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,102,,2,掲出:69.4万円,掲出:69.5万円,79,79,526,2,0,4,4,0,検査必須項目抜け,無,,,,,,,非掲出,2025/11/17 09:33,2026/02/06 17:04
日産,スカイライン,事前点検済 自社保証 09保 カープレ保,関東仕入れ 下錆少ない 事前点検済 車検整,H27,2015,09,12.9万km,129000,黒,2026年6月,86.5万円,865000,96.5万円,965000,YV37-402496,20637239,UZ0050848193,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,102,,2,掲出:102.4万円,掲出:102.5万円,79,79,1327,7,0,5,12,0,検査必須項目抜け,無,,,,,,,非掲出,2025/11/17 09:33,2026/02/06 17:03
日産,キャラバン,事前点検済 自社保証 09保 カープレ保,関東仕入れ 下錆少ない 事前点検済 車検整,H17,2005,06,8.6万km,86000,銀Ⅱ,車検整備付,56.0万円,560000,66.0万円,660000,QE25-011108,18619640,UZ0049543201,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,223,,2,掲出:71.9万円,掲出:72.0万円,78,78,2486,4,0,6,12,0,検査必須項目抜け,無,,,,,,,非掲出,2025/07/12 09:35,2026/02/06 17:02
日産,キャラバン,事前点検済 自社保証 09保 カープレ保,リフター付き車両,H14,2002,12,5.6万km,56000,白,車検整備付,79.5万円,795000,89.5万円,895000,VPE25-007792,17473172,UZ0048744963,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,313,,2,掲出:94.4万円,掲出:95.5万円,79,79,1545,2,0,2,3,0,検査必須項目抜け,無,,,,,,,非掲出,2025/04/23 18:39,2026/02/06 17:01
日産,エルグランド,事前点検済 自社保証 09保 カープレ保,ハイウェイスター,H22,2010,10,8.8万km,88000,白真珠,車検整備付,46.0万円,460000,56.0万円,560000,PE52-002587,21543323,UZ0051359670,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,48,,2,掲出:61.9万円,掲出:62.0万円,79,79,604,3,0,1,11,0,検査必須項目抜け,無,,,,,,,非掲出,2026/01/09 09:33,2026/02/06 17:01
日産,NV100クリッパー,事前点検済 自社保証 09保 カープレ保,AIS検査員資格者確認済 事前点検済 車検整,H24,2012,09,9.8万km,98000,白,2026年9月,22.5万円,225000,32.5万円,325000,U71V-0610770,20630203,UZ0050845653,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,108,,2,掲出:37.4万円,掲出:38.5万円,79,79,464,4,0,2,5,0,検査必須項目抜け,無,,,,,,,非掲出,2025/11/16 21:33,2026/02/06 16:58
ホンダ,バモスホビオバン,事前点検済 自社保証 09保 カープレ保,4WD,H23,2011,09,9.0万km,90000,銀,車検整備付,38.0万円,380000,48.0万円,480000,HJ2-1400991,16686156,UZ0048135393,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,357,,2,掲出:52.9万円,掲出:54.0万円,79,79,1495,2,0,5,6,0,検査必須項目抜け,無,,,,,,,非掲出,2025/02/27 21:38,2026/02/06 16:48
ホンダ,バモス,事前点検済 自社保証 09保 カープレ保,パワーウインドウ　純正CDオーディオ,H24,2012,99,10.6万km,106000,黒真珠,車検整備付,31.0万円,310000,41.0万円,410000,HM1-1900067,19088132,UZ0049865556,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,196,,2,掲出:45.9万円,掲出:47.0万円,79,79,796,4,1,3,1,0,検査必須項目抜け,無,,,,,,,非掲出,2025/08/12 18:44,2026/02/06 16:47
ホンダ,ステップワゴン,事前点検済 自社保証 09保 カープレ保,AIS検査員資格者確認済 事前点検済 車検整,H24,2012,01,9.0万km,90000,黒,車検整備付,58.0万円,580000,68.0万円,680000,RK5-1206688,16571803,UZ0048045082,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,366,,2,掲出:73.9万円,掲出:74.0万円,79,79,1276,1,0,2,5,0,検査必須項目抜け,無,,,,,,,非掲出,2025/02/19 15:34,2026/02/06 16:44
ホンダ,アクティ,事前点検済 自社保証 09保 カープレ保,4WD,H24,2012,03,6.1万km,61000,白,車検整備付,40.5万円,405000,50.5万円,505000,HA9-1111290,12788392,UZ0046189312,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,546,,2,掲出:55.4万円,掲出:56.5万円,79,79,3814,11,3,14,35,0,検査必須項目抜け,無,,,,,,,非掲出,2024/08/10 12:39,2026/02/06 16:39
ホンダ,N-WGN,事前点検済 自社保証 09保 カープレ保,AIS検査員資格者確認済 事前点検済 車検整,H26,2014,10,9.3万km,93000,薄桃Ｍ,車検整備付,26.5万円,265000,36.5万円,365000,JH1-1075467,17922005,UZ0049044092,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,283,,2,掲出:42.4万円,掲出:42.5万円,79,79,791,2,0,2,1,0,検査必須項目抜け,無,,,,,,,非掲出,2025/05/25 18:38,2026/02/06 16:37
ホンダ,N-BOX,事前点検済 自社保証 09保 カープレ保,AIS検査員資格者確認済 事前点検済 車検整,H24,2012,01,7.1万km,71000,黒,車検整備付,32.5万円,325000,42.5万円,425000,JF1-1014347,14946234,UZ0047126162,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,405,,2,掲出:47.4万円,掲出:48.5万円,79,79,1251,3,0,3,10,0,検査必須項目抜け,無,,,,,,,非掲出,2024/11/15 18:55,2026/02/06 16:34
ホンダ,N-BOX,事前点検済 自社保証 09保 カープレ保,AIS検査員資格者確認済 事前点検済 車検整,H25,2013,11,4.9万km,49000,銀Ｍ,車検整備付,43.5万円,435000,53.5万円,535000,JF1-1315728,16882533,UZ0048291862,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,351,,2,掲出:58.4万円,掲出:59.5万円,79,79,1550,2,0,8,25,1,検査必須項目抜け,無,,,,,,,非掲出,2025/03/13 18:44,2026/02/06 16:34
ホンダ,N-BOX,事前点検済 自社保証 09保 カープレ保,AIS検査員資格者確認済 事前点検済 車検整,H24,2012,02,8.2万km,82000,青,車検整備付,25.5万円,255000,35.5万円,355000,JF1-1022947,14006871,UZ0046680225,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,517,,2,掲出:41.4万円,掲出:41.5万円,79,79,1673,3,0,6,16,0,新規検査可,無,,依頼キャンセル,,,,,非掲出,2024/10/03 12:38,2026/02/06 16:33
ホンダ,N-BOX,事前点検済 自社保証 09保 カープレ保,AIS検査員資格者確認済 事前点検済 車検整,H24,2012,09,2.8万km,28000,銀,車検整備付,46.5万円,465000,56.5万円,565000,JF1-1124133,15272519,UZ0047276759,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,436,,2,掲出:61.4万円,掲出:62.5万円,79,79,1405,3,0,2,5,0,検査必須項目抜け,無,,,,,,,非掲出,2024/11/30 18:46,2026/02/06 16:30
